,CRDID,FINRAMember,firmName,IMID,exchangeID,ATSFlag,defaultIMIDFlag
10228,44597,Y,"CTC, LLC",CTBX,CBOE,,
10229,44597,Y,"CTC, LLC",CTBX,EDGXOP,,
10230,44597,Y,"CTC, LLC",CTBZ,BZXOP,,
10231,44597,Y,"CTC, LLC",CTBZ,C2,,
10232,44597,Y,"CTC, LLC",CTBZ,CBOE,,
10233,44597,Y,"CTC, LLC",CTBZ,EDGXOP,,
10259,44597,Y,"CTC, LLC",CTDA,BZXOP,,
10260,44597,Y,"CTC, LLC",CTDA,C2,,
10261,44597,Y,"CTC, LLC",CTDA,CBOE,,
10262,44597,Y,"CTC, LLC",CTDA,EDGXOP,,
10263,44597,Y,"CTC, LLC",CTED,CBOE,,
10264,44597,Y,"CTC, LLC",CTGA,BZXOP,,
10265,44597,Y,"CTC, LLC",CTGA,C2,,
10266,44597,Y,"CTC, LLC",CTGA,CBOE,,
10267,44597,Y,"CTC, LLC",CTGA,EDGXOP,,
10268,44597,Y,"CTC, LLC",CTGB,BZXOP,,
10269,44597,Y,"CTC, LLC",CTGB,C2,,
10270,44597,Y,"CTC, LLC",CTGB,CBOE,,
10271,44597,Y,"CTC, LLC",CTGB,EDGXOP,,
10278,44597,Y,"CTC, LLC",DPRM,CBOE,,
10279,44597,Y,"CTC, LLC",DPRO,CBOE,,
10280,44597,Y,"CTC, LLC",EHTY,BZXOP,,
10281,44597,Y,"CTC, LLC",EHTY,C2,,
10282,44597,Y,"CTC, LLC",EHTY,CBOE,,
10283,44597,Y,"CTC, LLC",EHTY,EDGXOP,,
10284,44597,Y,"CTC, LLC",EHTZ,BZXOP,,
10285,44597,Y,"CTC, LLC",EHTZ,C2,,
10286,44597,Y,"CTC, LLC",EHTZ,CBOE,,
10287,44597,Y,"CTC, LLC",EHTZ,EDGXOP,,
10288,44597,Y,"CTC, LLC",FQNP,BZXOP,,
10289,44597,Y,"CTC, LLC",FQNP,C2,,
10290,44597,Y,"CTC, LLC",FQNP,CBOE,,
10291,44597,Y,"CTC, LLC",FQNP,EDGXOP,,
10292,44597,Y,"CTC, LLC",FQNQ,BZXOP,,
10293,44597,Y,"CTC, LLC",FQNQ,C2,,
10294,44597,Y,"CTC, LLC",FQNQ,CBOE,,
10295,44597,Y,"CTC, LLC",FQNQ,EDGXOP,,
10296,44597,Y,"CTC, LLC",GQAM,BZXOP,,
10297,44597,Y,"CTC, LLC",GQAM,C2,,
10298,44597,Y,"CTC, LLC",GQAM,CBOE,,
10299,44597,Y,"CTC, LLC",GQAM,EDGXOP,,
10300,44597,Y,"CTC, LLC",GQAN,BZXOP,,
10301,44597,Y,"CTC, LLC",GQAN,C2,,
10302,44597,Y,"CTC, LLC",GQAN,CBOE,,
10303,44597,Y,"CTC, LLC",GQAN,EDGXOP,,
10304,44597,Y,"CTC, LLC",HJFD,BZXOP,,
10305,44597,Y,"CTC, LLC",HJFD,C2,,
10306,44597,Y,"CTC, LLC",HJFD,CBOE,,
10307,44597,Y,"CTC, LLC",HJFD,EDGXOP,,
10308,44597,Y,"CTC, LLC",HJFE,BZXOP,,
10309,44597,Y,"CTC, LLC",HJFE,C2,,
10310,44597,Y,"CTC, LLC",HJFE,CBOE,,
10311,44597,Y,"CTC, LLC",HJFE,EDGXOP,,
10312,44597,Y,"CTC, LLC",ISOJ,BZXOP,,
10313,44597,Y,"CTC, LLC",ISOJ,C2,,
10314,44597,Y,"CTC, LLC",ISOJ,CBOE,,
10315,44597,Y,"CTC, LLC",ISOJ,EDGXOP,,
10316,44597,Y,"CTC, LLC",ISOK,BZXOP,,
10317,44597,Y,"CTC, LLC",ISOK,C2,,
10318,44597,Y,"CTC, LLC",ISOK,CBOE,,
10319,44597,Y,"CTC, LLC",ISOK,EDGXOP,,
10322,44597,Y,"CTC, LLC",JFIS,BZXOP,,
10323,44597,Y,"CTC, LLC",JFIS,C2,,
10324,44597,Y,"CTC, LLC",JFIS,CBOE,,
10325,44597,Y,"CTC, LLC",JFIS,EDGXOP,,
10326,44597,Y,"CTC, LLC",JFIT,BZXOP,,
10327,44597,Y,"CTC, LLC",JFIT,C2,,
10328,44597,Y,"CTC, LLC",JFIT,CBOE,,
10329,44597,Y,"CTC, LLC",JFIT,EDGXOP,,
10331,44597,Y,"CTC, LLC",LONF,BZXOP,,
10332,44597,Y,"CTC, LLC",LONF,C2,,
10333,44597,Y,"CTC, LLC",LONF,CBOE,,
10334,44597,Y,"CTC, LLC",LONF,EDGXOP,,
10335,44597,Y,"CTC, LLC",LONH,BZXOP,,
10336,44597,Y,"CTC, LLC",LONH,C2,,
10337,44597,Y,"CTC, LLC",LONH,CBOE,,
10338,44597,Y,"CTC, LLC",LONH,EDGXOP,,
10341,44597,Y,"CTC, LLC",NWOI,BZXOP,,
10342,44597,Y,"CTC, LLC",NWOI,C2,,
10343,44597,Y,"CTC, LLC",NWOI,CBOE,,
10344,44597,Y,"CTC, LLC",NWOI,EDGXOP,,
10345,44597,Y,"CTC, LLC",NWOJ,BZXOP,,
10346,44597,Y,"CTC, LLC",NWOJ,C2,,
10347,44597,Y,"CTC, LLC",NWOJ,CBOE,,
10348,44597,Y,"CTC, LLC",NWOJ,EDGXOP,,
10349,44597,Y,"CTC, LLC",RENE,BZXOP,,
10350,44597,Y,"CTC, LLC",RENE,C2,,
10351,44597,Y,"CTC, LLC",RENE,CBOE,,
10352,44597,Y,"CTC, LLC",RENE,EDGXOP,,
10353,44597,Y,"CTC, LLC",RENF,BZXOP,,
10354,44597,Y,"CTC, LLC",RENF,C2,,
10355,44597,Y,"CTC, LLC",RENF,CBOE,,
10356,44597,Y,"CTC, LLC",RENF,EDGXOP,,
10359,44597,Y,"CTC, LLC",SJRY,BZXOP,,
10360,44597,Y,"CTC, LLC",SJRY,C2,,
10361,44597,Y,"CTC, LLC",SJRZ,BZXOP,,
10362,44597,Y,"CTC, LLC",SJRZ,C2,,
10363,44597,Y,"CTC, LLC",TJDK,BZXOP,,
10364,44597,Y,"CTC, LLC",TJDK,C2,,
10365,44597,Y,"CTC, LLC",TJDL,BZXOP,,
10366,44597,Y,"CTC, LLC",TJDL,C2,,
10442,45908,Y,"DRW SECURITIES, L.L.C.",BZVJ,EDGXOP,,
10446,45908,Y,"DRW SECURITIES, L.L.C.",BZVU,BZXOP,,
10447,45908,Y,"DRW SECURITIES, L.L.C.",BZVU,C2,,
10448,45908,Y,"DRW SECURITIES, L.L.C.",BZVU,CBOE,,
10449,45908,Y,"DRW SECURITIES, L.L.C.",BZVU,EDGXOP,,
10450,45908,Y,"DRW SECURITIES, L.L.C.",BZVV,BZXOP,,
10451,45908,Y,"DRW SECURITIES, L.L.C.",BZVW,BZXOP,,
10470,45908,Y,"DRW SECURITIES, L.L.C.",DRWB,CBOE,,
10494,45908,Y,"DRW SECURITIES, L.L.C.",DRWF,BZXOP,,
10495,45908,Y,"DRW SECURITIES, L.L.C.",DRWF,C2,,
10496,45908,Y,"DRW SECURITIES, L.L.C.",DRWF,CBOE,,
10497,45908,Y,"DRW SECURITIES, L.L.C.",DRWF,EDGXOP,,
10508,45908,Y,"DRW SECURITIES, L.L.C.",DRWJ,BZXOP,,
10509,45908,Y,"DRW SECURITIES, L.L.C.",DRWJ,C2,,
10510,45908,Y,"DRW SECURITIES, L.L.C.",DRWJ,CBOE,,
10513,45908,Y,"DRW SECURITIES, L.L.C.",DRWJ,EDGXOP,,
10539,45908,Y,"DRW SECURITIES, L.L.C.",DRWL,BZXOP,,
10540,45908,Y,"DRW SECURITIES, L.L.C.",DRWL,C2,,
10541,45908,Y,"DRW SECURITIES, L.L.C.",DRWL,CBOE,,
10542,45908,Y,"DRW SECURITIES, L.L.C.",DRWL,EDGXOP,,
10546,45908,Y,"DRW SECURITIES, L.L.C.",DRWN,CBOE,,
10549,45908,Y,"DRW SECURITIES, L.L.C.",DRWO,BZXOP,,
10550,45908,Y,"DRW SECURITIES, L.L.C.",DRWO,C2,,
10551,45908,Y,"DRW SECURITIES, L.L.C.",DRWO,CBOE,,
10552,45908,Y,"DRW SECURITIES, L.L.C.",DRWO,EDGXOP,,
10553,45908,Y,"DRW SECURITIES, L.L.C.",DRWQ,CBOE,,
10554,45908,Y,"DRW SECURITIES, L.L.C.",DRWR,CBOE,,
10565,45908,Y,"DRW SECURITIES, L.L.C.",DRWU,CBOE,,
10566,45908,Y,"DRW SECURITIES, L.L.C.",DRWV,CBOE,,
10567,45908,Y,"DRW SECURITIES, L.L.C.",DRWW,CBOE,,
10568,45908,Y,"DRW SECURITIES, L.L.C.",DRWY,CBOE,,
10691,46300,Y,"TJM INVESTMENTS, LLC",TJMA,CBOE,,
10693,46300,Y,"TJM INVESTMENTS, LLC",TJMC,CBOE,,
10694,46300,Y,"TJM INVESTMENTS, LLC",TJMH,CBOE,,
10697,46300,Y,"TJM INVESTMENTS, LLC",TJMJ,CBOE,,
10699,46300,Y,"TJM INVESTMENTS, LLC",TJMK,CBOE,,
10700,46300,Y,"TJM INVESTMENTS, LLC",TJMM,CBOE,,
10703,46300,Y,"TJM INVESTMENTS, LLC",TJMU,CBOE,,
10704,46300,Y,"TJM INVESTMENTS, LLC",TJMV,CBOE,,
10707,46300,Y,"TJM INVESTMENTS, LLC",TJMW,CBOE,,
10708,46300,Y,"TJM INVESTMENTS, LLC",TJMZ,CBOE,,
10924,94000,,Cboe Par Broker,PARO,BZXOP,,
10925,94000,,Cboe Par Broker,PARO,C2,,
10926,94000,,Cboe Par Broker,PARO,CBOE,,
10927,94000,,Cboe Par Broker,PARO,EDGXOP,,
11052,103782,Y,"JANE STREET CAPITAL, LLC",BZXH,BZXOP,,
11071,103782,Y,"JANE STREET CAPITAL, LLC",EPXR,CBOE,,
11072,103782,Y,"JANE STREET CAPITAL, LLC",HKYW,C2,,
11083,103782,Y,"JANE STREET CAPITAL, LLC",JNRT,BZXOP,,
11084,103782,Y,"JANE STREET CAPITAL, LLC",JNRT,C2,,
11085,103782,Y,"JANE STREET CAPITAL, LLC",JNRT,CBOE,,
11086,103782,Y,"JANE STREET CAPITAL, LLC",JNRT,EDGXOP,,
11140,103782,Y,"JANE STREET CAPITAL, LLC",JSJP,BZXOP,,
11153,103782,Y,"JANE STREET CAPITAL, LLC",JSML,EDGXOP,,
11175,103782,Y,"JANE STREET CAPITAL, LLC",JSZO,BZXOP,,
11191,103782,Y,"JANE STREET CAPITAL, LLC",SSOF,CBOE,,
11192,103782,Y,"JANE STREET CAPITAL, LLC",VNDE,C2,,
11193,103782,Y,"JANE STREET CAPITAL, LLC",VNDE,CBOE,,
11538,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,BELZ,BZXOP,,
11539,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,BELZ,C2,,
11540,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,BELZ,CBOE,,
11548,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,BNPA,BZXOP,,
11549,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,BRCP,BZXOP,,
11585,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DASH,EDGXOP,,
11611,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DASP,BZXOP,,
11612,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DASP,CBOE,,
11681,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DFTB,BZXOP,,
11682,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DFTB,C2,,
11683,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DFTB,CBOE,,
11684,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DFTB,EDGXOP,,
11702,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DFWF,BZXOP,,
11703,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DFWF,EDGXOP,,
11704,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DJPM,BZXOP,,
11705,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DJPM,EDGXOP,,
11710,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DNEA,BZXOP,,
11711,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DNEA,EDGXOP,,
11712,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DNEB,BZXOP,,
11713,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DNEB,EDGXOP,,
11769,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,DSHF,CBOE,,
11800,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,EBSM,BZXOP,,
11801,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,EBSM,EDGXOP,,
11809,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,EBSR,BZXOP,,
11810,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,EBSW,BZXOP,,
11823,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,JEFR,BZXOP,,
11824,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,JEFR,EDGXOP,,
11838,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,LPJF,BZXOP,,
11839,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,LPJF,EDGXOP,,
11842,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,LQPT,BZXOP,,
11843,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,LQPT,C2,,
11844,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,LQPT,CBOE,,
11845,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,LQPT,EDGXOP,,
11849,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,MRRL,BZXOP,,
11850,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,PRSG,BZXOP,,
11851,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,PRSG,C2,,
11852,104031,Y,DASH FINANCIAL TECHNOLOGIES LLC,PRSG,EDGXOP,,
12033,104143,Y,IMC FINANCIAL MARKETS,DOVE,CBOE,,
12034,104143,Y,IMC FINANCIAL MARKETS,FAWN,CBOE,,
12046,104143,Y,IMC FINANCIAL MARKETS,IMCA,BZXOP,,
12047,104143,Y,IMC FINANCIAL MARKETS,IMCA,C2,,
12048,104143,Y,IMC FINANCIAL MARKETS,IMCA,CBOE,,
12049,104143,Y,IMC FINANCIAL MARKETS,IMCA,EDGXOP,,
12055,104143,Y,IMC FINANCIAL MARKETS,IMCB,BZXOP,,
12062,104143,Y,IMC FINANCIAL MARKETS,IMCC,BZXOP,,Y
12063,104143,Y,IMC FINANCIAL MARKETS,IMCC,C2,,Y
12064,104143,Y,IMC FINANCIAL MARKETS,IMCC,CBOE,,Y
12068,104143,Y,IMC FINANCIAL MARKETS,IMCC,EDGXOP,,Y
12078,104143,Y,IMC FINANCIAL MARKETS,IMCD,BZXOP,,
12079,104143,Y,IMC FINANCIAL MARKETS,IMCD,C2,,
12080,104143,Y,IMC FINANCIAL MARKETS,IMCD,EDGXOP,,
12081,104143,Y,IMC FINANCIAL MARKETS,IMCE,C2,,
12082,104143,Y,IMC FINANCIAL MARKETS,IMCE,EDGXOP,,
12083,104143,Y,IMC FINANCIAL MARKETS,IMCF,EDGXOP,,
12084,104143,Y,IMC FINANCIAL MARKETS,IMCG,C2,,
12085,104143,Y,IMC FINANCIAL MARKETS,IMCG,EDGXOP,,
12086,104143,Y,IMC FINANCIAL MARKETS,IMCH,C2,,
12087,104143,Y,IMC FINANCIAL MARKETS,IMCI,C2,,
12089,104143,Y,IMC FINANCIAL MARKETS,IMCJ,C2,,
12110,104143,Y,IMC FINANCIAL MARKETS,LARS,CBOE,,
12111,104143,Y,IMC FINANCIAL MARKETS,LARS,EDGXOP,,
12132,104143,Y,IMC FINANCIAL MARKETS,SBOA,CBOE,,
12133,104143,Y,IMC FINANCIAL MARKETS,SBOB,CBOE,,
12134,104143,Y,IMC FINANCIAL MARKETS,SBOC,CBOE,,
12135,104143,Y,IMC FINANCIAL MARKETS,SBOD,CBOE,,
12136,104143,Y,IMC FINANCIAL MARKETS,SBOE,BZXOP,,
12137,104143,Y,IMC FINANCIAL MARKETS,SBOE,C2,,
12138,104143,Y,IMC FINANCIAL MARKETS,SBOE,CBOE,,
12139,104143,Y,IMC FINANCIAL MARKETS,SBOE,EDGXOP,,
12140,104143,Y,IMC FINANCIAL MARKETS,SBOF,BZXOP,,
12141,104143,Y,IMC FINANCIAL MARKETS,SBOF,CBOE,,
12142,104143,Y,IMC FINANCIAL MARKETS,SBOG,CBOE,,
12143,104143,Y,IMC FINANCIAL MARKETS,SBOH,CBOE,,
12144,104143,Y,IMC FINANCIAL MARKETS,SBOI,CBOE,,
12145,104143,Y,IMC FINANCIAL MARKETS,SBOJ,CBOE,,
12146,104143,Y,IMC FINANCIAL MARKETS,SBOK,CBOE,,
12147,104143,Y,IMC FINANCIAL MARKETS,SBOM,CBOE,,
12148,104143,Y,IMC FINANCIAL MARKETS,SBON,CBOE,,
12149,104143,Y,IMC FINANCIAL MARKETS,SBOO,CBOE,,
12150,104143,Y,IMC FINANCIAL MARKETS,SBOP,CBOE,,
12151,104143,Y,IMC FINANCIAL MARKETS,SBOP,EDGXOP,,
12152,104143,Y,IMC FINANCIAL MARKETS,SBOQ,C2,,
12153,104143,Y,IMC FINANCIAL MARKETS,SBOQ,EDGXOP,,
12154,104143,Y,IMC FINANCIAL MARKETS,SBOR,BZXOP,,
12155,104143,Y,IMC FINANCIAL MARKETS,SBOS,BZXOP,,
12156,104143,Y,IMC FINANCIAL MARKETS,SBOS,CBOE,,
12157,104143,Y,IMC FINANCIAL MARKETS,SBOT,BZXOP,,
12158,104143,Y,IMC FINANCIAL MARKETS,SBOT,CBOE,,
12159,104143,Y,IMC FINANCIAL MARKETS,SBOU,BZXOP,,
12160,104143,Y,IMC FINANCIAL MARKETS,SBOV,BZXOP,,
12161,104143,Y,IMC FINANCIAL MARKETS,SBOX,CBOE,,
12162,104143,Y,IMC FINANCIAL MARKETS,SBOY,CBOE,,
12163,104143,Y,IMC FINANCIAL MARKETS,SBOZ,CBOE,,
12164,104143,Y,IMC FINANCIAL MARKETS,SBPA,CBOE,,
12165,104143,Y,IMC FINANCIAL MARKETS,SBPB,CBOE,,
12166,104143,Y,IMC FINANCIAL MARKETS,SBPC,C2,,
12167,104143,Y,IMC FINANCIAL MARKETS,SBPD,CBOE,,
12168,104143,Y,IMC FINANCIAL MARKETS,SBPE,C2,,
12169,104143,Y,IMC FINANCIAL MARKETS,SBPE,CBOE,,
12170,104143,Y,IMC FINANCIAL MARKETS,SBPF,CBOE,,
12171,104143,Y,IMC FINANCIAL MARKETS,SBPG,CBOE,,
12172,104143,Y,IMC FINANCIAL MARKETS,SBPH,CBOE,,
12173,104143,Y,IMC FINANCIAL MARKETS,SBPI,CBOE,,
12174,104143,Y,IMC FINANCIAL MARKETS,SBPJ,CBOE,,
12175,104143,Y,IMC FINANCIAL MARKETS,SBPK,CBOE,,
12176,104143,Y,IMC FINANCIAL MARKETS,SBPL,CBOE,,
12177,104143,Y,IMC FINANCIAL MARKETS,SBPM,CBOE,,
12178,104143,Y,IMC FINANCIAL MARKETS,SBPN,CBOE,,
12179,104143,Y,IMC FINANCIAL MARKETS,SBPO,CBOE,,
12180,104143,Y,IMC FINANCIAL MARKETS,SBPP,CBOE,,
12181,104143,Y,IMC FINANCIAL MARKETS,SBPQ,CBOE,,
12182,104143,Y,IMC FINANCIAL MARKETS,SBPR,CBOE,,
12183,104143,Y,IMC FINANCIAL MARKETS,SBPS,CBOE,,
12184,104143,Y,IMC FINANCIAL MARKETS,SBPT,CBOE,,
12254,104435,Y,"GENEVA STOCK, L.L.C.",GCON,CBOE,,
12256,104435,Y,"GENEVA STOCK, L.L.C.",GCOS,CBOE,,
12258,104435,Y,"GENEVA STOCK, L.L.C.",GDAW,CBOE,,
12260,104435,Y,"GENEVA STOCK, L.L.C.",GFLR,CBOE,,
12262,104435,Y,"GENEVA STOCK, L.L.C.",GJBC,CBOE,,
12264,104435,Y,"GENEVA STOCK, L.L.C.",GNEV,CBOE,,
12268,104435,Y,"GENEVA STOCK, L.L.C.",GSTK,CBOE,,
12270,104435,Y,"GENEVA STOCK, L.L.C.",GTGS,CBOE,,
12272,104435,Y,"GENEVA STOCK, L.L.C.",GVAS,CBOE,,Y
12432,106124,Y,"JUMP TRADING, LLC",JOSA,CBOE,,
12433,106124,Y,"JUMP TRADING, LLC",JOSB,CBOE,,
12434,106124,Y,"JUMP TRADING, LLC",JOSC,CBOE,,
12437,106124,Y,"JUMP TRADING, LLC",JXTA,CBOE,,
12438,106124,Y,"JUMP TRADING, LLC",JXTB,CBOE,,
12439,106124,Y,"JUMP TRADING, LLC",JXTD,CBOE,,
12440,106124,Y,"JUMP TRADING, LLC",JXTE,CBOE,,
12441,106124,Y,"JUMP TRADING, LLC",JZTA,CBOE,,
12442,106124,Y,"JUMP TRADING, LLC",JZTH,CBOE,,
12519,106124,Y,"JUMP TRADING, LLC",QGLA,CBOE,,
12946,116797,Y,CITADEL SECURITIES LLC,CDFL,EDGXOP,,
12948,116797,Y,CITADEL SECURITIES LLC,CDGA,BZXOP,,
12949,116797,Y,CITADEL SECURITIES LLC,CDGA,C2,,
12950,116797,Y,CITADEL SECURITIES LLC,CDGA,CBOE,,
12951,116797,Y,CITADEL SECURITIES LLC,CDGA,EDGXOP,,
12959,116797,Y,CITADEL SECURITIES LLC,CDGO,BZXOP,,
12960,116797,Y,CITADEL SECURITIES LLC,CDGO,C2,,
12961,116797,Y,CITADEL SECURITIES LLC,CDGO,CBOE,,
12965,116797,Y,CITADEL SECURITIES LLC,CDGO,EDGXOP,,
12978,116797,Y,CITADEL SECURITIES LLC,CDGQ,BZXOP,,
12979,116797,Y,CITADEL SECURITIES LLC,CDGQ,C2,,
12980,116797,Y,CITADEL SECURITIES LLC,CDGQ,CBOE,,
12981,116797,Y,CITADEL SECURITIES LLC,CDGQ,EDGXOP,,
12991,116797,Y,CITADEL SECURITIES LLC,CDRG,BZXOP,,Y
12992,116797,Y,CITADEL SECURITIES LLC,CDRG,C2,,Y
12993,116797,Y,CITADEL SECURITIES LLC,CDRG,CBOE,,Y
12997,116797,Y,CITADEL SECURITIES LLC,CDRG,EDGXOP,,Y
13011,116797,Y,CITADEL SECURITIES LLC,CEDL,BZXOP,,
13012,116797,Y,CITADEL SECURITIES LLC,CEDL,C2,,
13013,116797,Y,CITADEL SECURITIES LLC,CEDL,CBOE,,
13014,116797,Y,CITADEL SECURITIES LLC,CEDL,EDGXOP,,
13068,116797,Y,CITADEL SECURITIES LLC,CITO,BZXOP,,
13069,116797,Y,CITADEL SECURITIES LLC,CITO,C2,,
13070,116797,Y,CITADEL SECURITIES LLC,CITO,CBOE,,
13074,116797,Y,CITADEL SECURITIES LLC,CITO,EDGXOP,,
13091,116797,Y,CITADEL SECURITIES LLC,COPT,BZXOP,,
13092,116797,Y,CITADEL SECURITIES LLC,COPT,C2,,
13093,116797,Y,CITADEL SECURITIES LLC,COPT,CBOE,,
13094,116797,Y,CITADEL SECURITIES LLC,COPT,EDGXOP,,
13123,116797,Y,CITADEL SECURITIES LLC,CSPA,CBOE,,
13124,116797,Y,CITADEL SECURITIES LLC,CSPB,CBOE,,
13125,116797,Y,CITADEL SECURITIES LLC,CSPC,CBOE,,
13292,117726,,CONSOLIDATED TRADING LLC,CNSE,CBOE,,
13293,117726,,CONSOLIDATED TRADING LLC,CNSF,CBOE,,
13294,117726,,CONSOLIDATED TRADING LLC,CNSG,CBOE,,
13295,117726,,CONSOLIDATED TRADING LLC,CNSH,CBOE,,
13296,117726,,CONSOLIDATED TRADING LLC,CNSM,CBOE,,
13297,117726,,CONSOLIDATED TRADING LLC,CNSN,CBOE,,
13298,117726,,CONSOLIDATED TRADING LLC,CNSO,CBOE,,
13299,117726,,CONSOLIDATED TRADING LLC,CNSP,CBOE,,
13300,117726,,CONSOLIDATED TRADING LLC,CNSQ,CBOE,,
13301,117726,,CONSOLIDATED TRADING LLC,CNSR,CBOE,,
13302,117726,,CONSOLIDATED TRADING LLC,CNTI,CBOE,,
13303,117726,,CONSOLIDATED TRADING LLC,CNTJ,CBOE,,
13304,117726,,CONSOLIDATED TRADING LLC,CNTM,CBOE,,
13305,117726,,CONSOLIDATED TRADING LLC,CNTN,CBOE,,
13306,117726,,CONSOLIDATED TRADING LLC,CNTP,CBOE,,
13307,117726,,CONSOLIDATED TRADING LLC,CNTQ,CBOE,,
13308,117726,,CONSOLIDATED TRADING LLC,CNTU,CBOE,,
13309,117726,,CONSOLIDATED TRADING LLC,CNTV,CBOE,,
13312,117942,Y,INTERACTIVE BROKERS CORP.,INTB,C2,,
13313,117942,Y,INTERACTIVE BROKERS CORP.,INTB,CBOE,,
13516,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WCIT,CBOE,,
13559,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WEXQ,BZXOP,,
13560,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WEXQ,CBOE,,
13561,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WEXQ,EDGXOP,,
13565,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WEXS,BZXOP,,
13566,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WEXS,C2,,
13567,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WEXS,CBOE,,
13568,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WEXS,EDGXOP,,
13576,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WEXX,BZXOP,,Y
13577,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WEXX,C2,,Y
13578,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WEXX,CBOE,,Y
13582,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WEXX,EDGXOP,,Y
13679,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WUBS,BZXOP,,
13680,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WUBS,C2,,
13681,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WUBS,EDGXOP,,
13703,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WXXX,BZXOP,,
13704,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WXXX,C2,,
13705,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WXXX,CBOE,,
13706,120719,Y,"WOLVERINE EXECUTION SERVICES, LLC",WXXX,EDGXOP,,
13764,122225,Y,"BTIG, LLC",BTIG,BZXOP,,Y
13768,122225,Y,"BTIG, LLC",BTIG,EDGXOP,,Y
13779,122225,Y,"BTIG, LLC",BTPT,CBOE,,
13870,126201,Y,"X-CHANGE FINANCIAL ACCESS, LLC",XFAA,CBOE,,
13872,126201,Y,"X-CHANGE FINANCIAL ACCESS, LLC",XFAB,CBOE,,
13874,126201,Y,"X-CHANGE FINANCIAL ACCESS, LLC",XFAC,CBOE,,
13877,126201,Y,"X-CHANGE FINANCIAL ACCESS, LLC",XFAD,CBOE,,
13882,126201,Y,"X-CHANGE FINANCIAL ACCESS, LLC",XFAI,CBOE,,
13888,126201,Y,"X-CHANGE FINANCIAL ACCESS, LLC",XFAV,CBOE,,
13889,126201,Y,"X-CHANGE FINANCIAL ACCESS, LLC",XFAY,CBOE,,
13938,126292,Y,"WELLS FARGO SECURITIES, LLC",WCHV,BZXOP,,Y
13939,126292,Y,"WELLS FARGO SECURITIES, LLC",WCHV,C2,,Y
13940,126292,Y,"WELLS FARGO SECURITIES, LLC",WCHV,CBOE,,Y
13944,126292,Y,"WELLS FARGO SECURITIES, LLC",WCHV,EDGXOP,,Y
14082,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GBCA,CBOE,,
